,Date,Route,Operator,Aircraft Type,All Aboard,Passengers Aboard,Crew Aboard,Total Fatalities,Passenger Fatalities,Crew Fatalities,Year,Month,Season
246,"March 21, 1931","New South Wales, Australia",Australian National Airways,Avro 10,8,6,2,8,6,2,1931,March,Spring
247,"March 31, 1931","Bazaar, Kansas",Trans Continental and Western Air,Fokker F10A Trimotor,8,6,2,8,6,2,1931,March,Spring
248,"April 14, 1931","Near Letschen, Germany",Deutsche Lufthansa,Messerschmitt M-20,10,7,3,2,0,2,1931,April,Spring
249,"May 05, 1931","Burbank, California",Pacific Air Transport,Boeing 40,2,0,2,2,0,2,1931,May,Spring
250,"May 22, 1931","Wampit, Australia",Guiena Airways,Junkers W-34,1,0,1,1,0,1,1931,May,Spring
251,"May 24, 1931","Bellefonte, Pennsylvania",National Air Transport,Boeing 95,1,0,1,1,0,1,1931,May,Spring
252,"June 07, 1931","Near Sandoway, Burma",Air Orient,Fokker F-VIIB,4,0,4,4,0,4,1931,June,Summer
253,"June 11, 1931","Walbridge, Ohio",Rubner Flying Service,Lockheed Vega 2,3,1,2,2,0,2,1931,June,Summer
254,"June 13, 1931","Saarbrucken, Germany",Deutsche Lufthansa,Dornier Merkur,4,2,2,4,2,2,1931,June,Summer
255,"July 12, 1931","Chicago, Illinois",Braniff Airlines,Lockheed Vega,2,0,2,2,0,2,1931,July,Summer
256,"July 14, 1931","Temora, Australia",Australian Aerial Services,Lasco Lascowl,2,0,2,2,0,2,1931,July,Summer
257,"July 21, 1931","Centralia, Illinois",American Airways,Pitcairn PA-6 Mailwing,1,0,1,1,0,1,1931,July,Summer
258,"July 24, 1931","Kurudjevo, Bulgaria",CIDNA,Fokker F-VII,7,5,2,7,5,2,1931,July,Summer
259,"August 09, 1931","Cincinnati, Ohio",American Airways,Ford 5-AT-C Tri Motor,6,4,2,6,4,2,1931,August,Summer
260,"September 14, 1931","Chicago, Illinois",Chicago-Detroit Airways,Lockheed Vega,1,0,1,1,0,1,1931,September,Autumn
261,"September 15, 1931","Near Craiova, Oltenia, Romania",CIDNA,Fokker F-VIIb-3m,6,4,2,6,4,2,1931,September,Autumn
262,"September 16, 1931","Oakland, California",Pacific Air Transport,Boeing 40,4,3,1,4,3,1,1931,September,Autumn
263,"October 06, 1931","Novia Scotia, Canada",Deutsche Lufthansa,Heinkel HE-2,3,0,3,3,0,3,1931,October,Autumn
264,"October 14, 1931",Brazil,Syndicato Condor,Dornier Wal,3,0,3,3,0,3,1931,October,Autumn
265,"November 05, 1931","Camden, New Jersey","NY, Phil., Washington AW",Lockheed Orion 9,5,4,1,5,4,1,1931,November,Autumn
266,"November 13, 1931","Sir Lowry's pass, South Africa",Union Airways,De Havilland DH.80,3,2,1,3,2,1,1931,November,Autumn
267,"November 23, 1931","Salt Lake City, Utah",Boeing Air Transport,Boeing 40,1,0,1,1,0,1,1931,November,Autumn
268,"November 24, 1931","Near Tsinan, China",China National Aviation Corporation,Stinson,3,1,2,3,1,2,1931,November,Autumn
269,"November 26, 1931","Pasco, Washington",Varney Air Lines,Boeing 40,1,0,1,1,0,1,1931,November,Autumn
270,"December 05, 1931","Kewanee, Illinois",Braniff Airways,Lockheed Vega 5,6,5,1,2,2,0,1931,December,Winter
271,"December 06, 1931","Bangkok, Thailand",KLM Royal Dutch Airlines,Fokker F-VIIb-3M,7,3,4,5,2,3,1931,December,Winter
272,"December 09, 1931",Off Algiers,Aeropostale,CAMS 56,2,0,2,2,0,2,1931,December,Winter
273,"December 31, 1931","Springfield, Ohio",American Airways,Fairchild Pilgrim 100A,5,4,1,4,4,0,1931,December,Winter
274,"January 21, 1932","Colvin Park, Ilinois",Northwest Airways,Stinson SM-2A,1,0,1,1,0,1,1932,January,Winter
275,"January 29, 1932","Lebec, California",Century Pacific Lines,Stinson SM-6000B,8,7,1,8,7,1,1932,January,Winter
276,"February 01, 1932","Off Miami, Florida",Bimini Airways,Fairchild,5,4,1,5,4,1,1932,February,Winter
277,"February 02, 1932","Rio Vista, California",Boeing Air Transport,Boeing 40,2,0,2,1,0,1,1932,February,Winter
278,"February 02, 1932","Marcellus, Michigan",Transamerican Airlines,Stearman C-3MB,1,0,1,1,0,1,1932,February,Winter
279,"February 27, 1932","Off Setiba, Brazil",Aeropostale,Latecoere 28,3,0,3,3,0,3,1932,February,Winter
280,"March 08, 1932","Saint Louis, Illinois",Century Air Lines,Stinson SM-6000B,5,0,5,3,0,3,1932,March,Spring
281,"March 19, 1932","Calimesa, California",American Airways,Fokker F-10A,7,5,2,7,5,2,1932,March,Spring
282,"March 21, 1932","Steubenville, Ohio",Trans Continental and Western Air,Northrop Alpha 3,1,0,1,1,0,1,1932,March,Spring
283,"March 29, 1932","Rutbah Wells, Iraq",Air Orient,Farman F-190,3,1,2,3,1,2,1932,March,Spring
284,"March 31, 1932","Bedford, Ohio",National Air Transport,Boeing 95,1,0,1,1,0,1,1932,March,Spring
285,"April 21, 1932","Fort Wayne, Indiana",Transamerica Airlines,Stearman C-3MB,1,0,1,1,0,1,1932,April,Spring
286,"May 16, 1932","Burbank, California",Pacific Air Transport,Boeing 40,3,2,1,3,2,1,1932,May,Spring
287,"May 30, 1932","Portland, Oregon",Varney Air Lines,Boeing 40,2,0,2,1,0,1,1932,May,Spring
288,"July 16, 1932","Mount El Plomo, near Vitacura, Chile",Panagra,Ford 5-AT-C Tri Motor,9,6,3,9,6,3,1932,July,Summer
289,"August 12, 1932","Beyrouth, Lebanon",Air Orient,CAMS 53,7,3,4,0,0,0,1932,August,Summer
290,"August 31, 1932","Tubergen, Germany",A B Aerotransport,Junkers G-23,2,0,2,2,0,2,1932,August,Summer
291,"September 08, 1932","Salt Flats, Texas",American Airways,Fokker F-10,4,2,2,3,1,2,1932,September,Autumn
292,"September 17, 1932","Selsdon Park, England",Air Union,Liore-et-Olivier 213,2,0,2,1,0,1,1932,September,Autumn
293,"September 18, 1932","Byron Bay, Australia",New England Airways,De Havilland DH-80,3,2,1,3,2,1,1932,September,Autumn
294,"October 12, 1932","Port Etienne, Mauritania",Aeropostale,Latecoere 28,1,0,1,1,0,1,1932,October,Autumn
295,"October 26, 1932","Villa Monte, Bolivia",Lloyd Aero Boliviano,Ford Tri-motor 5,2,0,2,2,0,2,1932,October,Autumn
296,"October 29, 1932","Ramsgate, England",Deutsche Lufthansa,Junkers W-33,2,0,2,2,0,2,1932,October,Autumn
297,"November 02, 1932","Echterpfuhl, Germany",Deutsche Lufthansa,Junkers F-13,5,3,2,5,3,2,1932,November,Autumn
298,"November 25, 1932","Marianna, Arkansas",Hunter Airways,Travel Air 6000,2,1,1,2,1,1,1932,November,Autumn
299,"December 14, 1932","Amarillo, Texas",Trans Continental and Western Air,Ford 5,2,0,2,2,0,2,1932,December,Winter
300,"December 14, 1932","Rocky Ridge, Colorado",Boeing Air Transport,Boeing 40,1,0,1,1,0,1,1932,December,Winter
301,"December 26, 1932","Wau, Australia",Guinea Airways,De Havilland DH-60,1,0,1,1,0,1,1932,December,Winter
302,"January 10, 1933",Algiers,Aeropostale,CAMS 53,3,0,3,1,0,1,1933,January,Winter
303,"January 14, 1933","Newark, New Jersey",Eastern Air Transport,Curtiss Condor 18,2,0,2,2,0,2,1933,January,Winter
304,"January 20, 1933","Marietta, Georgia",American Airways,Stearman 4,1,0,1,1,0,1,1933,January,Winter
305,"January 20, 1933","Bourne, Texas",American Airways,Stearman 4,1,0,1,1,0,1,1933,January,Winter
306,"January 24, 1933","Eugene, Oregon",Pacific Air Transport,Ford 5-AT-D,3,1,2,2,0,2,1933,January,Winter
307,"March 11, 1933","Near Mendoza, Argentina",Pan American Grace Airways,Fairchild FC-2W,2,0,2,2,0,2,1933,March,Spring
308,"March 25, 1933","Hayward, California",Varney Airlines,Lockheed Orion 9,3,2,1,3,2,1,1933,March,Spring
309,"March 28, 1933","Near Dixmude, Belgium",Imperial Airways,Armstrong Whitworth Argosy II,15,12,3,15,12,3,1933,March,Spring
310,"April 03, 1933","Hemkenrode, Germany",Deutsche Lufthansa,Junkers F-13,2,1,1,1,1,0,1933,April,Spring
312,"April 23, 1933","Near Castrovillari, Calabria, Italy",Air Orient,Cams 53-1,8,5,3,5,2,3,1933,April,Spring
313,"April 29, 1933","Traunstein, Germany",Eurasia,Junkers W-34,4,2,2,4,2,2,1933,April,Spring
314,"May 09, 1933","Near Viladrau, Spain",Aeropostale - La Tecoere Company,Latecoere 28-1,6,3,3,6,3,3,1933,May,Spring
315,"June 04, 1933","Bowling Green, Virginia",Eastern Air Transport,Pitcairns PA-6,1,0,1,1,0,1,1933,June,Summer
316,"June 11, 1933","Glenview, Illinois",Palwaukee,Sikorsky S-38B (flying boat),9,7,2,9,7,2,1933,June,Summer
317,"July 18, 1933",Aegean Sea,Societa Anonima Aero Expresso Italiana,CMASA Wal (flying boat),6,2,4,6,2,4,1933,July,Summer
318,"August 29, 1933","Quay, New Mexico",Trans Continental and Western Air,Ford 5-AT-B Tri Motor,5,3,2,5,3,2,1933,August,Summer
319,"September 12, 1933","Near Ljubljana, Yugoslavia",Aeroput,Farman F-306,8,6,2,8,6,2,1933,September,Autumn
320,"October 10, 1933","Chesterton, Indiana",United Air Lines,Boeing 247,10,7,3,10,7,3,1933,October,Autumn
321,"October 31, 1933","Etobon, France",Air France,Farman F-301,5,2,3,2,1,1,1933,October,Autumn
322,"November 09, 1933","Portland, Oregon",United Air Lines,Boeing 247,10,7,3,4,3,1,1933,November,Autumn
323,"November 10, 1933","Moriarty, New Mexico",Trans Continental and Western Air,Northrop Delta,1,0,1,0,0,0,1933,November,Autumn
324,"November 20, 1933","Near Tsinan, China",China National Aviation Corporation,Stinson,8,7,1,8,7,1,1933,November,Autumn
325,"November 21, 1933","Near Kharkov, Ukraine, USSR",Kalinin,Kalinin K-7,20,0,20,14,0,14,1933,November,Autumn
326,"November 24, 1933","Wedron, Illinois",National Air Transport,Boeing 247,2,0,2,2,0,2,1933,November,Autumn
327,"December 11, 1933","Hamburg, Germany",Deutsche Lufthansa,Focke-Wulf A-17,10,8,2,6,4,2,1933,December,Winter
328,"December 14, 1933","Eshowe, South Africa",Union Airways,Junkers W-34,6,4,2,5,3,2,1933,December,Winter
329,"December 30, 1933","Near Ruysselede, Belgium",Imperial Airways,Avro 10,10,8,2,10,8,2,1933,December,Winter
330,"January 15, 1934","Corbigny, France",Air France,Dewoitine D-332,14,10,4,14,10,4,1934,January,Winter
332,"February 23, 1934","Near Salt Lake City, Utah",Boeing Aircraft Company,Boeing 247,8,5,3,8,5,3,1934,February,Winter
335,"March 10, 1934","Pereira, Colombia",Pan American Airways (Scadta),Sikorsky S-38 Flying Boat,6,4,2,5,3,2,1934,March,Spring
336,"March 22, 1934","Near Lima, Peru",Pan American Grace Airlines,Ford 5-AT-C Tri-Motor,15,12,3,3,0,3,1934,March,Spring
337,"April 10, 1934","Ningpo Bay, China",China National Aviation Corporation,Sikorsky S-38BB,3,1,2,3,1,2,1934,April,Spring
338,"May 09, 1934",English Channel,Air France,Wibault 282T,6,3,3,6,3,3,1934,May,Spring
339,"May 31, 1934","Croydon, England",Air France,Liore-et-Olivier 213,2,0,2,2,0,2,1934,May,Spring
340,"June 09, 1934","Mongaup Mountain, New York",American Airways,Curtiss Condor T-32,7,4,3,7,4,3,1934,June,Summer
341,"June 11, 1934","Junin, Argentina",Panagra,Ford 5-AT-C Tri-Motor,10,7,3,6,3,3,1934,June,Summer
342,"June 22, 1934","Chausseehausen, Germany",Deutsche Lufthansa,Dornier Merkur,7,5,2,1,0,1,1934,June,Summer
343,"June 23, 1934","Burbank, California",Aerevias Centrales Air Service,Lockheed Orion,1,0,1,1,0,1,1934,June,Summer
344,"July 09, 1934","San Bernardino, California",United Air Services,Lockheed Vega,4,3,1,3,2,1,1934,July,Summer
345,"July 27, 1934","Near Tuttlingen, Germany",Swissair,Curtiss AT-32C Condor,12,9,3,12,9,3,1934,July,Summer
346,"August 05, 1934","Bahia, Brazil",Air France,Latecoere 26,2,0,2,2,0,2,1934,August,Summer
348,"August 31, 1934","Amazonia, Missouri",Rapid Air Transport,Stinson  SM-6000B,5,4,1,5,4,1,1934,August,Summer
349,"October 02, 1934",English Channel,Hillman's Airways,de havilland 89 Dragon Rapide,7,6,1,7,6,1,1934,October,Autumn
350,"October 03, 1934","Near Winton, Australia",Qantas,de Havilland DH-50A,3,2,1,3,2,1,1934,October,Autumn
351,"October 19, 1934","Bass Strait, Australia",Holymans Airways,de Havilland DH-86,11,9,2,11,9,2,1934,October,Autumn
352,"November 02, 1934","Kiapit, Australia",Holdens Air Transport Service,De Havilland DH-61,4,2,2,2,2,0,1934,November,Autumn
353,"November 15, 1934","Amazonia, Montana",Rapid Air Transport,Stinson SM-6000-B,2,0,2,2,0,2,1934,November,Autumn
354,"November 15, 1934","Near Longreach, Australia",Qantas,de Havilland DH-86,4,3,1,4,3,1,1934,November,Autumn
355,"December 07, 1934","Salchau, Germany",Deutsche Lufthansa,Junkers F-13,3,0,3,3,0,3,1934,December,Winter
356,"December 08, 1934","Columbia, Missouri",Braniff Airlines,Lockheed Vega 5C,1,0,1,1,0,1,1934,December,Winter
357,"December 10, 1934","Palma Soriano, Cuba",Cubana de Aviacion,Ford 4-AT-E Tri-motor,8,5,3,4,2,2,1934,December,Winter
358,"December 20, 1934","Rutbah Wells, Syria",KLM Royal Dutch Airlines,Douglas DC-2-115A,7,3,4,7,3,4,1934,December,Winter
359,"December 22, 1934","Sunbright, Tennessee",American Airlines,Lockheed Orion 9D,1,0,1,1,0,1,1934,December,Winter
361,"January 08, 1935","Near Karachi, Pakistan",Indian Air Force,Wapiti,2,0,2,0,0,2,1935,January,Winter
362,"January 26, 1935","Pittsburgh, Pennsylvania",Trans Continental and Western Air,Consolidated Fleetster,1,0,1,1,0,1,1935,January,Winter
363,"January 31, 1935","Stettin, Germany",Deruluft,Junkers JU-52/3m,11,8,3,11,8,3,1935,January,Winter
364,"February 12, 1935","Off Point Sur, Californiia",Military - US Navy,Goodyear-Zeppelin U.S.S. Macon (airship),83,0,83,2,0,2,1935,February,Winter
365,"March 07, 1935","Schievelbein, Germany",Deruluft,Rochrbach Roland,3,0,3,0,0,0,1935,March,Spring
366,"March 15, 1935","El Arish, Egypt",Misrair,de Havilland Dragon 1,6,5,1,3,2,1,1935,March,Spring
367,"March 29, 1935","Off Samland, Germany",Deutsche Lufthansa,Junkers F-13,5,0,5,5,0,5,1935,March,Spring
368,"April 01, 1935","Beauvais, France",Air France,Farman F-300,3,0,3,1,0,1,1935,April,Spring
369,"April 06, 1935","Brilon, Germany",KLM Royal Dutch Airlines,Fokker F-12,7,2,5,7,2,5,1935,April,Spring
370,"May 01, 1935","Near Walsenberg, Colorado",Varney Air Lines,Lockheed Vega,1,0,1,1,0,1,1935,May,Spring
371,"May 06, 1935","Atlanta, Missouri",Trans Continental and Western Air,Douglas DC-2-112,14,12,2,5,3,2,1935,May,Spring
372,"May 18, 1935","Near Moscow, Russia",Gor'ky Eskadril'ya,Tupolev ANT-20 / I-5,50,37,13,50,37,13,1935,May,Spring
373,"May 18, 1935","Flint, Michigan",Knowles Flying Service of Detroit,Ford model 4-AT-E,12,11,1,3,2,1,1935,May,Spring
374,"May 27, 1935","Glendo, Wyoming",Wyoming Air Service,Boeing 221,1,0,1,1,0,1,1935,May,Spring
375,"May 28, 1935","Maywood, Illinois",Chicago and Southern Airlines,Stinson SM6000B Tri-motor,2,1,1,2,1,1,1935,May,Spring
377,"June 24, 1935","Medellin, Colombia",Servicio Aereo Columbiano / SCADTA,Ford Tri-Motor / Ford Tri-Motor,20,18,2,17,15,2,1935,June,Summer
378,"July 14, 1935","Amsterdam, Netherlands",KLM Royal Dutch Airlines,Fokker F-XXII,20,15,5,6,2,4,1935,July,Summer
379,"July 19, 1935","Off Chandeleur Island, Mississippi",Wedell-Williams Air Service Corporation,General 102-E,2,1,1,2,1,1,1935,July,Summer
380,"July 20, 1935","Pian Giacomo, Switzerland",KLM Royal Dutch Airlines,Douglas DC-2,13,9,4,13,9,4,1935,July,Summer
381,"July 23, 1935","Cardiff, United Kingdom",Jersey Airways,de Havilland DH-84 Dragon,8,7,1,1,3,0,1935,July,Summer
382,"July 28, 1935","El Retiro, Colombia",Fuerza Aerea Colombiana,Junkers W-34,5,3,2,5,3,2,1935,July,Summer
383,"August 07, 1935","Cairo, Egypt",Ala Littoria,Savoia-Marchetti S-66,7,3,4,7,3,4,1935,August,Summer
385,"August 14, 1935","Near Gilmer, Texas",Delta Air Lines,Stinson Model A,4,3,1,4,3,1,1935,August,Summer
386,"August 15, 1935","Walakpa, near Point Barrow, Alaska",Private,Lockheed Orion 9E Explorer float plane,2,1,1,2,1,1,1935,August,Summer
387,"August 15, 1935","Near Glendo, Wyoming",Aero Mayflower Transit Co,"Waco, model YLC",3,2,1,3,2,1,1935,August,Summer
388,"September 01, 1935","Burbank, California",Western Air Express,Boeing 247,3,0,3,3,0,3,1935,September,Autumn
389,"September 13, 1935","Near Tambo, Panama",Panama Airways,Ford Tri-Motor,8,7,1,8,7,1,1935,September,Autumn
390,"October 02, 1935","Off Finders Island, Victoria, Australia",Holyman Airways,de Havilland DH-86,5,3,2,5,3,2,1935,October,Autumn
391,"October 07, 1935","Near Cheyenne, Wyoming",United Air Lines,Boeing 247D,12,9,3,12,9,3,1935,October,Autumn
392,"October 09, 1935",Gulf of Finland,Aero O-Y,Junkers F-13,6,4,2,6,4,2,1935,October,Autumn
393,"October 21, 1935","Troy, New York",Chamberlin Flying Service,Curtiss AT-32C Condor,6,4,2,1,0,1,1935,October,Autumn
394,"October 30, 1935","Cheyenne, Wyoming",United Air Lines,Boeing B-247-D,4,0,4,4,0,4,1935,October,Autumn
395,"November 02, 1935","Off Nhambupe, Brazil",Air France,Latécoère 28-1,4,0,4,4,0,4,1935,November,Autumn
396,"November 09, 1935","Near Fort Worth, Texas",Braniff Airlines,Lockheed Vega,1,0,1,1,0,1,1935,November,Autumn
397,"November 09, 1935","Brindisi, Italy",Imperial Airways,Short S-17 Kent,13,10,3,12,9,3,1935,November,Autumn
398,"November 11, 1935","Istres, France",Air France,Latecoere 28,3,0,3,3,0,3,1935,November,Autumn
399,"December 04, 1935","Tours, France",Air Bleu,Caudron C-630 Simoun,2,0,2,1,0,1,1935,December,Winter
400,"December 10, 1935","Croydon, England",Sabena,Savoia-Marchetti SM73,11,7,4,11,7,4,1935,December,Winter
401,"December 24, 1935","Wroctaw, Poland",Deutsche Lufthansa,Heinkel He-70,3,2,1,3,2,1,1935,December,Winter
402,"December 31, 1935","Off Alexandria, Egypt",Imperial Airways,Short S-8 Calcutta flying boat,13,9,4,12,9,1,1935,December,Winter
403,"January 14, 1936","Tres Esquinas, Colombia",Military - Fuerza Aerea Colombiana,Junkers JU-52,16,13,3,13,10,3,1936,January,Winter
404,"January 14, 1936","Goodwin, Arkansas",American Airlines,Douglas DC-2-120,17,14,3,17,14,3,1936,January,Winter
405,"January 17, 1936","Near Cordillera, Boliva",Lloyd Aereo Boliviano,Junkers JU-52,13,10,3,13,10,3,1936,January,Winter
406,"January 21, 1936","Off Ajaccio, Corsica, France",Air France,CAMS 53,6,3,3,6,3,3,1936,January,Winter
407,"January 29, 1936","Denton, Texas",American Airlines,Vultee V-1,6,5,1,1,0,1,1936,January,Winter
408,"February 10, 1936",Atlantic Ocean,Air France,Latecoere 301 (flying boat),6,1,5,6,1,5,1936,February,Winter
409,"February 15, 1936",South Atlantic Ocean,Deutsche Lufthansa,Dormier Do-J-Iif Bos Wal flying boat,4,0,4,4,0,4,1936,February,Winter
410,"March 05, 1936","Near Tengya, China",China National Aviation Corporation,Ford 5-AT-D Tri-Motor,6,3,3,0,0,0,1936,March,Spring
411,"March 14, 1936","Ovalle, Chile",Lan Chile,Fairchild FC-2,5,4,1,5,4,1,1936,March,Spring
412,"March 26, 1936","Amemeca, Mexico",Mexicana,Ford 5-AT-B Tri Motor,14,10,4,14,10,4,1936,March,Spring
413,"April 01, 1936","Pavillon, New York",American Airlines,Stinson Model A,2,0,2,2,0,2,1936,April,Spring
414,"April 07, 1936","Uniontown, Pennsylvania",Trans Continental and Western Air,Douglas DC-2-112,14,11,3,12,10,2,1936,April,Spring
415,"April 11, 1936","Port of Spain, Trinidad",Pan American Airways,Sikorsky S-42A  Flying Boat,25,18,7,3,2,1,1936,April,Spring
416,"April 15, 1936","Near Turin, Italy",Avio Linee Italiane,OFM F-VIIb/3m,7,5,2,7,5,2,1936,April,Spring
417,"April 17, 1936","Orvin, Switzerland",Deutsche Lufthansa,Junkers JU-52,5,0,5,3,0,3,1936,April,Spring
418,"April 21, 1936","Senlis, France",Sabena,Fokker F-VII,2,0,2,2,0,2,1936,April,Spring
419,"April 30, 1936","Basel, Switzerland",Swissair,General Aviation GA-43,2,0,2,2,0,2,1936,April,Spring
420,"May 16, 1936","Mount Waverley, Australia",Holymans Airways,De Havilland DH-60 Moth,2,0,2,2,0,2,1936,May,Spring
421,"June 09, 1936","Malmo, Sweden",A B Aerotransport,Fokker F-XXII,15,11,4,1,1,0,1936,June,Summer
422,"June 13, 1936","Hannover, Germany",Deutsche Lufthansa,Junkers JU-160,6,4,2,1,1,0,1936,June,Summer
423,"June 16, 1936","Mt. Lihesten, Norway",Den Norske Luftfartskole,Junkers JU-52/3m,7,3,4,7,3,4,1936,June,Summer
424,"July 15, 1936","Zagreb, Croatia",Aeroput,Spartan Cruiser,7,5,2,7,5,2,1936,July,Summer
425,"July 28, 1936","Kulyab, Tajikistan",Aeroflot,Tupolev ANT-9,6,4,2,6,4,2,1936,July,Summer
426,"July 31, 1936","Off Channel Islands, Jersey",Guernsey Airways,Saro A-19 Cloud,10,8,2,10,8,2,1936,July,Summer
427,"August 02, 1936","Mazamet, France",Air France,Wibault 280,3,0,3,3,0,3,1936,August,Summer
428,"August 03, 1936","Ciudad Serdan,Mexico",Mexicana,Lockheed 9 Orion,1,0,1,1,0,1,1936,August,Summer
429,"August 05, 1936","St. Louis, Missouri",Chicago Southern Airlines,Lockheed 10B Electra,8,6,2,8,6,2,1936,August,Summer
430,"August 06, 1936","Choco, Colombia",SCADTA,Junkers F-13,3,1,2,2,1,1,1936,August,Summer
431,"August 12, 1936","Altenkirchen, Germany",British Airways,De Havilland DH-86,2,0,2,2,0,2,1936,August,Summer
432,"August 22, 1936","Mirabella, Greece",Imperial Airways,Short S-17 Kent,11,8,3,2,2,0,1936,August,Summer
433,"September 05, 1936","Near Pittsburgh, Pennsylvania",Pittsburgh Skyways Inc.,Stinson SM 6000B,11,10,1,10,9,1,1936,September,Autumn
434,"September 24, 1936","Benghazi, Libya",Ala Littoria SA,CRDA CANT Z-506,10,7,3,9,7,2,1936,September,Autumn
435,"September 25, 1936",English Channel,Imperial Airways,Boulton and Paul P-71,2,0,2,2,0,2,1936,September,Autumn
436,"September 28, 1936","Walsenberg, Colorado",Varney Air Lines,Lockheed  5 Vega,3,1,2,3,1,2,1936,September,Autumn
